,Serial No.,Name,ID Number,Time,Comments,Unnamed: 5
2118,2119,Meera Nair,22881A0427,04-10-2023 22:15,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationDiscussion,
5320,5321,Karthika Menon,22881A7383,29-09-2023 20:00,Cordinators organized the event well. Expecting the next session to start within the mentioned time.,
4135,4136,Govind Naidu,21881A7287,04-10-2023 18:30,"The art exhibition was a visual extravaganza, displaying an impressive array of creativity and talent. #ArtisticFeast",
5367,5368,Kirtana Rao,21881A0413,20-09-2023 20:00,"Enrolled in the hackathon, navigating through complex coding scenarios. #HackathonChallenges",
7061,7062,Pranav Nair,21881A1262,29-09-2023 14:30,Enchanted by the cultural performances. Dance and music at its best! #CulturalDelight,
8575,8576,Sumanth Kumar,21881A1270,01-10-2023 20:00,Art exhibition was a feast for the eyes. So much creativity showcased! #ArtisticFeast,
9909,9910,Ayush Kapoor,21881A1218,20-09-2023 22:15,Engaging session on AI. The future looks exciting with AI advancements. #AIFuture,
737,738,Krish Kapoor,22881A7383,03-10-2023 21:30,Speech session was too sleepy to hear. Ok. Upto the mark.,
1013,1014,Ravi Chandra,21881A0511,15-09-2023 19:15,The career fair opened up new possibilities. Excited for the future. #CareerOpportunities,
7715,7716,Avinash Kapoor,21881A0468,16-09-2023 16:00,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
8787,8788,Karthika Patel,21881A7273,04-10-2023 18:30,"Participated actively in the debate competition, fostering intense intellectual discussions.",
8165,8166,Akhila Patel,21881A0569,05-10-2023 10:15,Delved into the tech expo to stay updated on the latest trends in technology. Exciting innovations are coming! #TechTrends,
905,906,Prateek Mishra,22881A6761,03-10-2023 18:30,Lackadaisical,
6585,6586,Rajat Kumar,21881A1261,29-09-2023 14:30,Engaged in the exploration of the latest technology trends at the tech expo. Exciting innovations await! #TechTrends,
496,497,Ravi Chandra,21881A1226,17-09-2023 16:00,Delved into the cutting-edge trends in technology at the tech expo. Anticipating thrilling innovations! #TechTrends,
3323,3324,Neha Reddy,22881A7337,28-09-2023 12:45,Boring. Sweet and simple. Faculty too bad.,
9284,9285,Shalini Reddy,22881A7319,18-09-2023 23:00,"Engulfed in the art exhibition, I witnessed a visual treat with an abundance of creativity and showcased talent. #ArtisticFeast",
4425,4426,Aishwarya Iyer,21881A1272,22-09-2023 12:45,Attended an inspiring session on sustainable energy feeling motivated to make a difference. #GoGreen,
7566,7567,Naveen Raju,22881A0457,19-09-2023 11:00,"Participated in a quiz competition that was both intense and exciting, stretching our knowledge to the maximum. #QuizThrills",
3617,3618,Dinesh Babu,22881A0507,01-10-2023 17:45,Witnessed innovative projects at the exhibition that showcased a wealth of talent. #InnovationGalore,
1266,1267,Raghu Varma,21881A7251,02-10-2023 20:00,The cultural performances were a treat to the senses. Mesmerized by the diversity of talent! #CulturalExtravaganza,
5141,5142,Revathi Iyer,22881A7205,03-10-2023 10:15,Attended an inspiring workshop on machine learning. Explored the future of ML! #MLInnovations,
9564,9565,Kiran Kumar,22881A7205,04-10-2023 18:30,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
3643,3644,Meenakshi Patel,21881A0482,19-09-2023 09:30,Indulged in delicious treats at the food stalls. Gastronomic adventure! #FoodieDelight,
2005,2006,Rishabh Patel,22881A6741,29-09-2023 09:30,Inefficient,
2199,2200,Rahul Menon,21881A0515,02-10-2023 20:00,The art exhibition showcased unique talents. Inspired to explore my artistic side. #ArtInspiration,
3690,3691,Govind Naidu,22881A7311,03-10-2023 22:15,Boring. Sweet and simple. Faculty too bad.,
3066,3067,Prateek Mishra,21881A0400,01-10-2023 16:00,"The quiz competition brought a mix of nerves and excitement, thoroughly testing our knowledge. #QuizThrills",
994,995,Aishwarya Iyer,21881A7329,02-10-2023 23:00,"Immersed myself in the hackathon, where coding challenges were met head-on.",
972,973,Karan Patel,21881A1296,01-10-2023 23:00,Attended an inspiring entrepreneurship workshop. Ready to chase my dreams! #EntrepreneurialDreams,
3405,3406,Anandika Reddy,21881A1270,29-09-2023 11:00,The panel discussion on AI was eye-opening. Explored the possibilities and challenges ahead. #AIInsights,
4076,4077,Vandana Reddy,22881A0471,04-10-2023 15:15,"Engaged in a quiz competition that was both thrilling and anxiety-inducing, challenging our knowledge to the fullest. #QuizThrills",
8291,8292,Diya Bhatia,22881A0468,01-10-2023 10:15,"Engaged in an informative session on AI, foreseeing an exhilarating future shaped by AI advancements. #AIFuture",
1807,1808,Harsh Kapoor,22881A0431,02-10-2023 20:45,Awkward,
4689,4690,Raghavendra Rao,21881A1284,16-09-2023 19:15,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
1275,1276,Nisha Iyer,21881A0424,01-10-2023 16:00,"Delved into the science fair, where the wonders of science unfolded, offering a plethora of learning and discovery. #ScienceExploration",
7253,7254,Raghavendra Rao,21881A0470,02-10-2023 16:00,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
5607,5608,Rahul Venkatesh,21881A1238,29-09-2023 23:00,Mesmerized by the cultural performances  a beautiful blend of dance and music. #CulturalElegance,
143,144,Vinay Kumar,21881A7329,02-10-2023 09:30,"Attended an empowering entrepreneurship workshop, filled with inspiration to kickstart my entrepreneurial endeavors. #EntrepreneurialDreams",
5533,5534,Anupama Naidu,22881A6610,30-09-2023 21:30,Explored the tech expo to discover the latest trends in technology. Exciting innovations are coming! #TechTrends,
1669,1670,Meera Nair,22881A0431,16-09-2023 16:00,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
9581,9582,Prateek Mishra,21881A6616,03-10-2023 11:00,"Took part in the debate competition, involving myself in intense conversations.",
8453,8454,Kavya Reddy,21881A0538,03-10-2023 16:00,Repetitive,
8492,8493,Ravi Prakash,21881A0534,05-10-2023 12:45,The entrepreneurship workshop fueled my passion for business. Ready to embark on a new journey. #EntrepreneurialJourney,
9150,9151,Vedant Iyer,21881A0599,29-09-2023 20:00,The event's lack of innovation and creativity was disappointing. #LackofInnovation,
9897,9898,Venkat Ram,21881A6660,22-09-2023 17:45,"Accepted the hackathon challenge, experiencing a fulfilling test of my coding abilities. #HackathonChallenges",
6857,6858,Vihan Joshi,22881A6746,30-09-2023 19:15,Insipid,
8194,8195,Anvi Yadav,22881A0460,04-10-2023 09:30,Delved into the tech expo to uncover the latest trends in technology. Exciting innovations are coming our way! #TechTrends,
9100,9101,Neha Reddy,21881A7379,29-09-2023 10:15,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
9658,9659,Preeti Rajan,22881A7355,19-09-2023 12:45,The event is not as much as I expected,
8268,8269,Anupama Naidu,21881A0585,30-09-2023 18:30,Career fair was enlightening. Explored various career paths and opportunities. #CareerExploration,
7896,7897,Raghavendra Rao,22881A0434,01-10-2023 22:15,"Attended the hackathon, where I exceeded my coding limits for a fulfilling experience. #HackathonChallenges",
4748,4749,Prateek Mishra,21881A0404,01-10-2023 11:00,Dreadful,
535,536,Kirti Kumar,21881A7329,18-09-2023 16:00,Attended an engaging workshop on entrepreneurship. Feeling inspired to chase my dreams. #EntrepreneurshipInspiration,
446,447,Vandana Reddy,21881A7371,05-10-2023 09:30,Participated in the science quiz and had a blast! Testing our knowledge was so much fun. #QuizWhiz,
119,120,Kavita Sharma,22881A0545,02-10-2023 18:30,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
9087,9088,Vikram Prasad,21881A7241,04-10-2023 11:00,Entered the hackathon and explored the boundaries of my coding capabilities.,
6392,6393,Vivek Menon,21881A1245,21-09-2023 14:30,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
4957,4958,Aditya Reddy,22881A7318,15-09-2023 10:30,"Took part in the hackathon, finding it to be a challenging yet rewarding coding experience.",
1232,1233,Prisha Naidu,22881A7317,30-09-2023 09:30,Engaging panel discussion on AI. Explored possibilities and challenges. #AIInsights,
6918,6919,Swathi Anand,22881A7282,16-09-2023 21:45,Ok. Wonderful. The event need to be improved.,
2402,2403,Arathi Menon,22881A7325,01-10-2023 15:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
1515,1516,Zara Rana,22881A0470,02-10-2023 18:30,"Participated actively in the hackathon, challenging my coding prowess.",
3371,3372,Sangeetha Reddy,21881A1246,19-09-2023 23:00,Art exhibition was a feast for the eyes. So much creativity showcased! #ArtisticFeast,
6659,6660,Ajit Reddy,21881A1230,29-09-2023 16:00,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
7471,7472,Sandeep Kumar,22881A7288,18-09-2023 17:45,Innovative and impressive projects were on display at the exhibition.,
4178,4179,Sanya Menon,21881A7289,04-10-2023 20:00,"Participated actively in the debate competition, fostering intense intellectual discussions.",
1291,1292,Harsh Kapoor,21881A0599,02-10-2023 12:45,Apathetic,
1509,1510,Rajat Kumar,21881A1220,20-09-2023 16:00,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
3088,3089,Karan Patel,21881A6610,02-10-2023 19:15,Explored the latest trends in technology at the tech expo. Exciting innovations ahead! #TechInnovations,
4976,4977,Preethi Nair,21881A0550,18-09-2023 17:45,The debate competition was intellectually stimulating. Explored different perspectives. #DebateClub,
2743,2744,Ajay Kumar,21881A0559,03-10-2023 19:15,The event lacked clear communication,
335,336,Satish Nair,21881A7283,03-10-2023 10:15,Investigated the most recent advancements in technology at the tech expo. Exciting innovations are anticipated! #TechTrends,
8145,8146,Kalyani Iyer,22881A7352,19-09-2023 14:30,Speech session was too sleepy to hear. Fantastic for new learners. Rock and Roll!,
2172,2173,Prakash Iyer,22881A7361,01-10-2023 20:00,The faculty and management are least interactive,
2324,2325,Revathi Iyer,22881A7319,17-09-2023 22:15,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
606,607,Shalini Naidu,21881A7225,02-10-2023 09:30,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
7513,7514,Yuvan Iyer,22881A6719,30-09-2023 19:15,The event's lack of innovation was disappointing,
1143,1144,Kirtana Menon,22881A6683,30-09-2023 19:15,Tedious,
1784,1785,Rishabh Patel,22881A6631,29-09-2023 11:00,Boring,
1132,1133,Arnav Desai,22881A0484,04-10-2023 21:30,Apathetic,
8798,8799,Anupama Naidu,22881A7389,21-09-2023 17:45,"Attended the hackathon, successfully pushing my coding abilities to new thresholds.",
3749,3750,Sowmya Patel,22881A0593,05-10-2023 10:15,"Pampered my taste buds with flavorful treats from the food stalls, creating a delightful foodie experience. #FoodieDelight",
3392,3393,Sneha Sharma,22881A7356,30-09-2023 19:15,Felt so happy for attending the session,
9112,9113,Advait Khanna,22881A0431,02-10-2023 12:45,Explored the tech expo and discovered the latest gadgets. Exciting innovations! #TechDiscoveries,
9333,9334,Kavita Sharma,22881A7303,18-09-2023 23:00,"Took part in the debate competition, experiencing intellectually charged debates.",
6782,6783,Anupama Naidu,21881A0445,21-09-2023 20:45,Panel discussion on innovation sparked new ideas and perspectives. Ready to innovate! #InnovationSparks,
1566,1567,Ananya Devi,21881A0566,21-09-2023 20:00,The closing ceremony was emotional. Proud to be a part of this fest. #MemorableMoments,
2769,2770,Niharika Reddy,21881A6660,30-09-2023 19:15,Explored the latest trends in technology at the tech expo. Exciting innovations ahead! #TechInnovations,
6451,6452,Karthik Reddy,22881A0507,02-10-2023 18:30,"Mesmerized by the cultural extravaganza, I was absorbed in the artistry.",
8314,8315,Megha Reddy,22881A7337,21-09-2023 23:00,"The career fair was an eye-opening experience, offering me the chance to explore a multitude of career paths and discover various opportunities. #CareerExploration",
8023,8024,Kritika Sharma,22881A7245,30-09-2023 21:30,The hackathon brought out the best in teamwork and innovation. #TeamworkChallenge,
8644,8645,Kavita Sharma,22881A0513,18-09-2023 21:30,The event is not as much as I expected,
6685,6686,Sunil Nair,22881A7314,17-09-2023 23:00,The quiz competition was nerve-wracking but exciting. Tested our knowledge to the max. #QuizThrills,
2903,2904,Pradeep Naidu,21881A0527,04-10-2023 20:00,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
4069,4070,Lakshmi Anand,22881A7334,03-10-2023 17:00,Marvelous presentations from juniors,
8560,8561,Niharika Reddy,21881A6648,29-09-2023 21:30,Participated in the debate competition. Engaging discussions and intellectual exchange! #DebateIntellect,
2274,2275,Praveen Patel,21881A1272,29-09-2023 14:30,"Explored the diverse wonders of science at the science fair, encountering numerous opportunities for learning and discovery. #ScienceExploration",
9361,9362,Shalini Reddy,21881A7323,29-09-2023 19:15,"Explored the wonders of science during the science fair, uncovering numerous opportunities for learning and discovery. #ScienceExploration",
2628,2629,Sowmya Patel,22881A0444,16-09-2023 23:15,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
9078,9079,Shalini Reddy,22881A7379,02-10-2023 11:00,Ok. Upto the mark. More entertainment and events need to be conducted.,
3890,3891,Anjali Sharma,21881A7225,29-09-2023 17:45,"Engaged in workshops on machine learning that were enlightening, providing a plethora of knowledge to absorb and understand. #MLInsights",
2886,2887,Sandhya Kumar,21881A7282,04-10-2023 17:45,"Attended enlightening workshops on machine learning, encountering a wealth of knowledge to absorb and learn. #MLInsights",
3455,3456,Advait Khanna,21881A0599,04-10-2023 22:15,Dreadful,
6830,6831,Zara Rana,21881A6627,01-10-2023 17:45,Explored fascinating tech innovations at the expo. The future is exciting! #TechInnovations,
4525,4526,Ananya Choudhury,21881A0599,02-10-2023 17:45,Neglectful,
7880,7881,Pooja Reddy,21881A1250,15-09-2023 20:00,Intense but rewarding hackathon. Proud of our team's accomplishments. #HackathonSuccess,
6452,6453,Rajat Iyer,22881A7274,28-09-2023 21:15,Ok. Upto the mark. More entertainment and events need to be conducted.,
5270,5271,Suresh Menon,21881A0599,30-09-2023 15:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
5518,5519,Manoj Patel,22881A7380,30-09-2023 22:15,Inspiring workshop on entrepreneurship. Feeling motivated to start my own venture. #EntrepreneurialDreams,
65,66,Govind Naidu,22881A0553,02-10-2023 18:30,"The exhibition showcased a multitude of innovative projects, highlighting the abundant talent. #InnovationGalore",
844,845,Ananya Devi,21881A7382,29-09-2023 20:00,"Attended enlightening workshops on machine learning, encountering a wealth of knowledge to absorb and learn. #MLInsights",
9391,9392,Vivaan Sharma,21881A0470,30-09-2023 20:45,The career fair provided valuable insights as I explored diverse career paths and potential opportunities. #CareerExploration,
8627,8628,Ananya Kumar,22881A7325,03-10-2023 17:45,"The exhibition showcased a multitude of innovative projects, highlighting the abundant talent. #InnovationGalore",
1602,1603,Krish Menon,22881A6741,15-09-2023 14:30,The event's sessions lacked depth,
450,451,Kirti Kumar,21881A7315,17-09-2023 15:15,The coding workshop was fantastic! Learned some new tricks to enhance my coding skills. #CodeLearning,
7150,7151,Govind Naidu,21881A7283,01-10-2023 15:15,"Participated in an enlightening data science session, discovering the limitless possibilities. #DataScienceInsights",
4354,4355,Harsha Reddy,21881A1233,30-09-2023 20:00,Wonders of science at the science fair. So much to learn and discover! #ScienceWonderland,
5881,5882,Preethi Menon,21881A7330,05-10-2023 09:30,Inadequate,
2528,2529,Kalyani Iyer,21881A7266,02-10-2023 20:45,Attended a thought-provoking session on sustainable energy solutions. Feeling inspired to contribute! #SustainableFuture,
2376,2377,Deepika Reddy,22881A0417,19-09-2023 21:30,Impressed by the innovative projects showcased at the exhibition. So much talent on display! #InnovationGalore,
3757,3758,Shweta Naidu,21881A0506,19-09-2023 21:30,The career fair provided valuable insights into job opportunities. #CareerFair,
3086,3087,Divya Reddy,21881A0547,01-10-2023 12:45,Explored fascinating tech innovations at the expo. The future is exciting! #TechInnovations,
4264,4265,Niharika Reddy,21881A6648,18-09-2023 22:15,"Immersed in the exploration of science wonders at the science fair, where learning and discovery were abundant. #ScienceExploration",
9283,9284,Shweta Menon,21881A0599,03-10-2023 16:00,Limited,
3834,3835,Krish Menon,22881A6715,21-09-2023 18:30,Unremarkable,
470,471,Shalini Reddy,22881A7343,29-09-2023 22:15,Attended an engaging session on entrepreneurship. Feeling motivated to start my own venture. #EntrepreneurialDreams,
540,541,Kirtana Rao,22881A7365,03-10-2023 11:00,Attended an enlightening workshop on entrepreneurship. Motivated to pursue my dreams! #EntrepreneurialDreams,
2768,2769,Divya Nair,21881A0599,04-10-2023 19:15,Lackadaisical,
8979,8980,Ayush Kapoor,22881A7274,30-09-2023 12:45,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
4708,4709,Neha Reddy,22881A7381,03-10-2023 15:30,The quiz competition was challenging and fun. Tested our knowledge in various domains. #QuizChallenge,
5873,5874,Aditya Reddy,22881A7304,17-09-2023 16:00,"The art exhibition was a visual extravaganza, displaying an impressive array of creativity and talent. #ArtisticFeast",
8439,8440,Kabir Joshi,22881A7345,29-09-2023 11:00,The faculty and management are least interactive,
9611,9612,Nithya Prakash,22881A7371,29-09-2023 15:15,"Attended an empowering entrepreneurship workshop, filled with inspiration to kickstart my entrepreneurial endeavors. #EntrepreneurialDreams",
8868,8869,Vikas Menon,22881A0475,03-10-2023 09:30,Attended an insightful coding workshop. Looking forward to more such events. ??????,
9899,9900,Kavita Sharma,21881A1279,30-09-2023 14:30,Engaged in a nerve-wracking yet exciting quiz competition that truly tested the extent of our knowledge. #QuizThrills,
116,117,Abhinav Verma,22881A0417,05-10-2023 18:30,Explored the wonders of science at the fair. A journey of discovery! #ScienceExploration,
5307,5308,Tarun Joshi,22881A0487,04-10-2023 19:15,The staff was unhelpful,
2626,2627,Ananya Kumar,22881A7305,16-09-2023 17:45,"The exhibition showcased a multitude of innovative projects, highlighting the abundant talent. #InnovationGalore",
1444,1445,Sangeetha Reddy,21881A0512,30-09-2023 10:15,The career fair was enlightening. Explored various career paths and opportunities. #CareerExploration,
885,886,Geeta Menon,22881A6655,21-09-2023 09:30,Frustrating,
8974,8975,Kirtana Menon,22881A6745,01-10-2023 20:00,Uninspired,
2959,2960,Prashant Reddy,22881A0480,01-10-2023 10:15,xploring the career fair was an eye-opening experience where I delved into a range of career paths and discovered diverse opportunities. #CareerExploration,
9177,9178,Venkat Ram,21881A0451,01-10-2023 22:15,The virtual reality experience was mind-blowing. Felt like entering a new dimension. #VRExperience,
6221,6222,Vinay Kumar,21881A7241,01-10-2023 10:15,"Joined an inspirational entrepreneurship workshop, now driven to commence my own business venture. #EntrepreneurialDreams",
2404,2405,Prateek Mishra,21881A0599,25-09-2023 12:45,Apathetic,
5463,5464,Anjali Menon,21881A0425,01-10-2023 15:15,The coding challenges were tough but exciting. Improved my problem-solving skills. #CodingChallenge,
7165,7166,Pranav Nair,21881A0400,24-09-2023 11:00,"Attended the hackathon, where I exceeded my coding limits for a fulfilling experience. #HackathonChallenges",
9327,9328,Divya Reddy,21881A7379,02-10-2023 21:30,"Attended enlightening workshops on machine learning, encountering a wealth of knowledge to absorb and learn. #MLInsights",
3250,3251,Sujay Reddy,21881A7272,01-10-2023 21:30,"Attended a thought-provoking session on AI, where the future appeared promising with ongoing AI advancements. #AIFuture",
1800,1801,Aditya Srinivasan,21881A0414,01-10-2023 18:30,The mesmerizing cultural performances captivated my senses.,
1207,1208,Vishal Kumar,22881A7282,29-09-2023 14:45,Boring. Sweet and simple. Faculty too bad.,
2902,2903,Neha Reddy,22881A7343,29-09-2023 17:00,"Participated in an insightful session on AI, contemplating the exciting prospects arising from AI advancements. #AIFuture",
7944,7945,Ananya Choudhury,22881A0489,04-10-2023 19:15,The gaming tournament provided an exhilarating experience as I competed with top-notch gamers. #GamingThrills,
2369,2370,Nisha Iyer,22881A0486,02-10-2023 23:00,The event lacked professionalism,
6246,6247,Preeti Rajan,22881A0509,30-09-2023 18:30,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
4582,4583,Pooja Reddy,21881A0530,15-09-2023 14:30,"Explored the marvels of science at the science fair, finding a myriad of things to learn and discover. #ScienceExploration",
6771,6772,Amrutha Nair,22881A7379,29-09-2023 11:00,"Joined the hackathon, where I navigated through challenging coding scenarios.",
3194,3195,Ananya Choudhury,21881A0470,30-09-2023 20:45,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
3515,3516,Yuvan Iyer,22881A7322,03-10-2023 10:15,Felt so happy for attending the session,
629,630,Manish Nair,21881A0504,02-10-2023 12:45,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
8696,8697,Aishwarya Iyer,21881A0519,16-09-2023 19:15,Attended an engaging workshop on entrepreneurship. Feeling inspired to chase my dreams. #EntrepreneurshipInspiration,
9978,9979,Deepa Sharma,21881A0572,22-09-2023 09:30,The debate competition was intellectually stimulating. Explored different perspectives. #DebateClub,
6648,6649,Radhika Chauhan,21881A0441,01-10-2023 15:15,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
8187,8188,Preeti Sharma,22881A0412,03-10-2023 19:15,"Took part in a thrilling gaming tournament, testing my skills against some of the finest gamers. #GamingThrills",
5495,5496,Nisha Iyer,21881A6626,18-09-2023 16:00,The art exhibition showcased incredible talent. A visual treat! #ArtisticTreat,
8104,8105,Ananya Kumar,22881A7317,19-09-2023 10:15,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
7107,7108,Aryan Singhania,22881A7284,28-09-2023 23:30,Felt so happy for attending the session,
9607,9608,Divya Rajan,22881A0476,02-10-2023 20:00,"Engaged in the debate competition, participating in thought-provoking discussions.",
1340,1341,Megha Reddy,21881A0599,03-10-2023 10:15,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationPanel,
4062,4063,Kirti Kumar,22881A7303,17-09-2023 15:15,"Took part in a debate, where stimulating intellectual exchange was prevalent.",
8561,8562,Ayush Kapoor,21881A0466,30-09-2023 15:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
2512,2513,Anjali Sharma,22881A7333,05-10-2023 15:15,Speech session was too sleepy to hear. Fantastic for new learners. Rock and Roll!,
3816,3817,Advait Khanna,21881A0599,20-09-2023 20:45,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
9095,9096,Arnav Desai,22881A0445,02-10-2023 10:15,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
803,804,Akhila Patel,21881A7259,30-09-2023 23:00,"Attended a transformative workshop on entrepreneurship, feeling motivated and ready to launch my entrepreneurial venture. #EntrepreneurialDreams",
857,858,Vikram Prasad,21881A7339,04-10-2023 18:30,The hackathon was intense but rewarding. Proud of what our team accomplished together. #HackathonSuccess,
9157,9158,Neha Reddy,21881A7335,30-09-2023 20:00,"The quiz competition provided a combination of excitement and anxiety, pushing our knowledge to its limits. #QuizThrills",
864,865,Megha Reddy,21881A1247,30-09-2023 16:00,Art exhibition was a feast for the eyes. So much creativity showcased! #ArtisticFeast,
8833,8834,Tanuja Reddy,22881A7385,21-09-2023 20:45,"Engaged in enlightening workshops on machine learning, encountering an extensive amount of information to absorb and learn. #MLInsights",
1064,1065,Anvi Menon,22881A7378,29-09-2023 22:15,More entertainment and events need to be conducted. It has been very dry. Looking for more such events in the future.,
4239,4240,Varun Bansal,21881A0474,02-10-2023 10:15,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
8598,8599,Suresh Babu,22881A0468,02-10-2023 23:00,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
1943,1944,Neha Reddy,22881A7282,03-10-2023 11:00,"Participated in an exhilarating gaming tournament, facing off against top-tier competitors. #GamingThrills",
5739,5740,Ananya Choudhury,21881A0492,29-09-2023 20:00,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
8073,8074,Praveen Patel,22881A0479,17-09-2023 20:00,The coding challenges were tough but exciting. Improved my problem-solving skills. #CodingChallenge,
5823,5824,Yuvan Iyer,21881A0599,19-09-2023 11:00,Insipid,
1011,1012,Adarsh Rajput,22881A0481,30-09-2023 22:15,Unmotivating,
8713,8714,Siddharth Naidu,22881A7352,01-10-2023 15:30,Panel discussion on innovation sparked new ideas. Ready to innovate! #InnovationSparks,
5709,5710,Pradeep Naidu,21881A0519,16-09-2023 21:45,Intense but rewarding hackathon. Proud of our team's accomplishments. #HackathonSuccess,
6148,6149,Veer Khanna,21881A1250,29-09-2023 11:00,Boring,
9961,9962,Arnav Desai,21881A0506,16-09-2023 16:00,Latest trends in technology at the tech expo. Exciting innovations ahead! #TechTrends,
5221,5222,Yuvan Iyer,21881A0599,30-09-2023 20:45,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
141,142,Nisha Iyer,21881A7289,03-10-2023 20:45,"The quiz competition brought a mix of anticipation and excitement, thoroughly challenging our knowledge. #QuizThrills",
6698,6699,Divya Rajan,21881A0541,21-09-2023 14:30,Unremarkable,
2589,2590,Satish Nair,21881A0599,03-10-2023 19:15,Explored the depths of machine learning at the workshop. Invaluable insights! #MLInsights,
1941,1942,Rishabh Patel,22881A7326,29-09-2023 16:00,Explored the tech expo to gain insights into the latest technology trends. Exciting innovations are on the horizon! #TechTrends,
6088,6089,Ananya Rao,22881A0428,04-10-2023 21:30,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
6813,6814,Diya Bhatia,22881A0470,30-09-2023 23:00,"Engaged in enlightening workshops on machine learning, discovering a vast amount of information to absorb and grasp. #MLInsights",
6307,6308,Arun Kumar,21881A0598,21-09-2023 20:00,Enjoyed the robotics competition. Learned a lot from the challenges. #Impressive,
5956,5957,Pooja Reddy,22881A0403,19-09-2023 16:00,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationPanel,
1929,1930,Shreya Sharma,22881A0450,02-10-2023 11:00,Explored the wonders of science at the fair. A journey of discovery! #ScienceExploration,
5473,5474,Kirtana Rao,22881A7333,17-09-2023 12:45,Attended an insightful session on AI. The future looks promising! #AIInsights,
8620,8621,Harish Choudhury,21881A7244,03-10-2023 15:15,"The art exhibition provided a feast for the eyes, presenting a remarkable showcase of creativity and talent. #ArtisticFeast",
3419,3420,Priya Kapoor,21881A0599,03-10-2023 21:30,The event's technical support was inadequate,
2780,2781,Suresh Babu,21881A7249,02-10-2023 09:30,"Engaged in an electrifying gaming tournament, facing tough competition from top-notch gamers. #GamingThrills",
8117,8118,Shalini Reddy,22881A7351,02-10-2023 17:00,"Engaged in the hackathon, facing and overcoming challenging coding tasks.",
9674,9675,Tanuja Reddy,22881A7350,21-09-2023 18:30,"Engaged in workshops on machine learning that were enlightening, presenting a vast amount of information to absorb and comprehend. #MLInsights",
5516,5517,Vikram Prasad,21881A7261,02-10-2023 18:30,Explored the tech expo to discover the latest trends in technology. Exciting innovations are on the way! #TechTrends,
8931,8932,Krish Kapoor,21881A1203,29-09-2023 10:15,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
1889,1890,Ananya Kumar,22881A7365,04-10-2023 21:30,"The art exhibition provided a sensory feast, showcasing an impressive blend of creativity and talent. #ArtisticFeast",
6669,6670,Aditya Srinivasan,21881A0538,30-09-2023 14:30,The staff was unhelpful,
7325,7326,Arnav Desai,21881A0444,03-10-2023 18:30,Insufferable,
3037,3038,Deepa Nair,21881A0599,02-10-2023 12:45,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
4964,4965,Krish Kapoor,21881A1234,30-09-2023 17:45,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
5177,5178,Kabir Kapoor,22881A7390,29-09-2023 14:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
